Bradi3g27890	GO:0003924, GO:0005525, GO:0005622, GO:0006886, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020
Bradi3g27900	GO:0005515, GO:0008270
Bradi3g27912	GO:0000027, GO:0005524, GO:0005634, GO:0016887
Bradi3g27920	GO:0000166, GO:0003676
Bradi3g27926	
Bradi3g27933	
Bradi3g27940	GO:0000775, GO:0005634, GO:0045132, GO:0046872
Bradi3g27950	GO:0016787
Bradi3g27960	GO:0003824, GO:0008152, GO:0016747
Bradi3g27970	GO:0003677, GO:0005524, GO:0016787
Bradi3g27973	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi3g27977	
Bradi3g27980	
Bradi3g28000	GO:0003677
Bradi3g28001	
Bradi3g28003	GO:0003700, GO:0006355, GO:0008270, GO:0043565
Bradi3g28006	
Bradi3g28012	
Bradi3g28020	
Bradi3g28031	
Bradi3g28040	
Bradi3g28050	GO:0005515
Bradi3g28055	
Bradi3g28060	
Bradi3g28070	GO:0005524, GO:0005737, GO:0042026
Bradi3g28083	
Bradi3g28088	
Bradi3g28094	
Bradi3g28100	GO:0016788
Bradi3g28110	GO:0006950
Bradi3g28115	
Bradi3g28120	
Bradi3g28130	
Bradi3g28150	GO:0005515
Bradi3g28160	GO:0005515, GO:0008270
Bradi3g28181	
Bradi3g28190	GO:0005515, GO:0008270
Bradi3g28200	GO:0005515
Bradi3g28210	GO:0000272, GO:0005975, GO:0016161
Bradi3g28220	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi3g28230	
Bradi3g28237	GO:0004747, GO:0006014
Bradi3g28250	
Bradi3g28253	
Bradi3g28257	
Bradi3g28270	GO:0003735, GO:0005840, GO:0006412
Bradi3g28280	GO:0004842, GO:0005515, GO:0016567
Bradi3g28290	GO:0005515
Bradi3g28300	GO:0003735, GO:0005840, GO:0006412
Bradi3g28302	
Bradi3g28305	
Bradi3g28306	
Bradi3g28307	
Bradi3g28308	
Bradi3g28309	GO:0003676, GO:0008270
Bradi3g28310	
Bradi3g28312	
Bradi3g28315	
Bradi3g28320	GO:0005779, GO:0006625, GO:0008022, GO:0008270
Bradi3g28326	
Bradi3g28333	
Bradi3g28340	GO:0003723, GO:0003743, GO:0005737, GO:0006413
Bradi3g28350	
Bradi3g28358	
Bradi3g28367	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi3g28380	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi3g28390	GO:0005515
Bradi3g28400	GO:0005215, GO:0006810, GO:0016020
Bradi3g28410	GO:0005215, GO:0006810, GO:0016020
Bradi3g28417	GO:0005215, GO:0006810, GO:0016020, GO:0016021, GO:0055085
Bradi3g28430	GO:0000166, GO:0003676
Bradi3g28433	
Bradi3g28437	
Bradi3g28450	GO:0005506, GO:0006633, GO:0016491, GO:0055114
Bradi3g28455	
Bradi3g28460	GO:0004252, GO:0005506, GO:0006508, GO:0006633, GO:0016491, GO:0055114
Bradi3g28470	GO:0003677, GO:0008824, GO:0009439
Bradi3g28477	GO:0003676, GO:0004386, GO:0005524
Bradi3g28490	GO:0005515
Bradi3g28498	
Bradi3g28507	GO:0004861, GO:0005634, GO:0007050
Bradi3g28520	GO:0000166, GO:0003723, GO:0004812, GO:0004831, GO:0005524, GO:0005737, GO:0006418, GO:0006437
Bradi3g28531	GO:0009401
Bradi3g28540	
Bradi3g28551	GO:0005515
Bradi3g28555	
Bradi3g28560	GO:0003824, GO:0006633, GO:0008152, GO:0008610, GO:0016020, GO:0016747
Bradi3g28570	
Bradi3g28580	GO:0003824, GO:0004348, GO:0006665, GO:0006680, GO:0016020, GO:0016021,  GO:0003824, GO:0004348, GO:0006665, GO:0016021,  GO:0004348, GO:0006665, GO:0016021
Bradi3g28592	GO:0043531
Bradi3g28598	
Bradi3g28605	GO:0003980, GO:0006486
Bradi3g28617	GO:0016787
Bradi3g28623	
Bradi3g28630	
Bradi3g28633	
Bradi3g28637	GO:0006508, GO:0008234
Bradi3g28642	GO:0006355, GO:0008270
Bradi3g28648	GO:0004642, GO:0006189
Bradi3g28657	GO:0016614, GO:0046577, GO:0055114
Bradi3g28677	GO:0016614, GO:0046577, GO:0055114
Bradi3g28679	
Bradi3g28681	
Bradi3g28682	
Bradi3g28684	
Bradi3g28687	
Bradi3g28690	GO:0005515
Bradi3g28700	GO:0006897, GO:0016020
Bradi3g28710	GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468
Bradi3g28720	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g28730	GO:0003677, GO:0004519, GO:0007034
Bradi3g28735	
Bradi3g28740	GO:0005509
Bradi3g28747	GO:0005515
Bradi3g28760	GO:0005488
Bradi3g28770	GO:0008168
Bradi3g28775	GO:0003676, GO:0008270
Bradi3g28780	GO:0005515
Bradi3g28787	GO:0005488,  GO:0005488, GO:0006886, GO:0008536
Bradi3g28800	
Bradi3g28812	
Bradi3g28820	GO:0003824, GO:0005975, GO:0006108, GO:0016491, GO:0016615, GO:0016616, GO:0019752, GO:0030060, GO:0055114
Bradi3g28830	GO:0003677
Bradi3g28833	
Bradi3g28836	
Bradi3g28838	
Bradi3g28840	
Bradi3g28850	GO:0003676, GO:0046872
Bradi3g28857	
Bradi3g28870	GO:0005515
Bradi3g28872	
Bradi3g28875	GO:0005515
Bradi3g28877	GO:0005515
Bradi3g28881	
Bradi3g28890	GO:0005515
Bradi3g28895	
Bradi3g28900	
Bradi3g28907	GO:0005744, GO:0030150
Bradi3g28913	
Bradi3g28920	
Bradi3g28930	GO:0003712, GO:0016442, GO:0031047, GO:0035194,  GO:0003712, GO:0035194
Bradi3g28934	
Bradi3g28937	GO:0008289
Bradi3g28943	
Bradi3g28950	GO:0003677, GO:0005634, GO:0006355, GO:0009725
Bradi3g28970	GO:0003677, GO:0003824, GO:0008289,  GO:0003677, GO:0008289
Bradi3g28977	
Bradi3g28990	
Bradi3g28991	
Bradi3g28992	
Bradi3g28995	
Bradi3g29000	
Bradi3g29007	
Bradi3g29017	GO:0008270
Bradi3g29030	
Bradi3g29040	
Bradi3g29050	
Bradi3g29055	
Bradi3g29060	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi3g29070	
Bradi3g29080	GO:0009055, GO:0015035, GO:0035556, GO:0045454
Bradi3g29087	
Bradi3g29100	
Bradi3g29106	
Bradi3g29112	
Bradi3g29120	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g29122	
Bradi3g29125	
Bradi3g29130	GO:0003824, GO:0009690, GO:0016491, GO:0016614, GO:0019139, GO:0050660, GO:0055114
Bradi3g29160	
Bradi3g29165	
Bradi3g29170	GO:0005515
Bradi3g29181	GO:0005515
Bradi3g29191	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi3g29200	GO:0005515
Bradi3g29210	GO:0003824, GO:0030170
Bradi3g29220	
Bradi3g29230	GO:0003824, GO:0004315, GO:0006633, GO:0008152, GO:0009058, GO:0016747
Bradi3g29240	
Bradi3g29247	GO:0005515
Bradi3g29260	GO:0045454
Bradi3g29270	
Bradi3g29280	
Bradi3g29287	GO:0003676, GO:0003723, GO:0004525, GO:0005515, GO:0005524, GO:0006396, GO:0016891
Bradi3g29293	
Bradi3g29300	
Bradi3g29310	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g29316	
Bradi3g29320	
Bradi3g29322	
Bradi3g29324	GO:0000166, GO:0003676, GO:0004812, GO:0005524, GO:0005737, GO:0006355, GO:0006418, GO:0008270
Bradi3g29341	GO:0003676, GO:0008270
Bradi3g29350	
Bradi3g29380	
Bradi3g29390	GO:0005515
Bradi3g29400	GO:0005515, GO:0008270
Bradi3g29410	GO:0006457, GO:0016272, GO:0051082
Bradi3g29411	GO:0003676
Bradi3g29417	GO:0009401
Bradi3g29430	
Bradi3g29440	GO:0003774, GO:0005515, GO:0005524, GO:0016459
Bradi3g29450	GO:0005515
Bradi3g29460	
Bradi3g29465	GO:0006508, GO:0008234
Bradi3g29470	GO:0006479, GO:0008168
Bradi3g29476	GO:0005515, GO:0008270, GO:0016810
Bradi3g29483	
Bradi3g29490	GO:0005515, GO:0008270, GO:0016810
Bradi3g29500	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi3g29504	
Bradi3g29516	GO:0005515
Bradi3g29530	GO:0003677, GO:0003910, GO:0005524, GO:0006281, GO:0006310, GO:0071897
Bradi3g29535	
Bradi3g29542	
Bradi3g29550	
Bradi3g29560	
Bradi3g29570	
Bradi3g29580	
Bradi3g29585	
Bradi3g29590	
Bradi3g29600	
Bradi3g29610	
Bradi3g29620	
Bradi3g29634	GO:0003677
Bradi3g29638	
Bradi3g29645	
Bradi3g29647	
Bradi3g29648	GO:0005975, GO:0016810
Bradi3g29649	
Bradi3g29650	
Bradi3g29661	
Bradi3g29670	
Bradi3g29680	
Bradi3g29690	
Bradi3g29700	GO:0003774, GO:0005515, GO:0005524, GO:0016459
Bradi3g29710	
Bradi3g29722	
Bradi3g29730	GO:0003735, GO:0005515, GO:0005840, GO:0006412
Bradi3g29740	GO:0003676
Bradi3g29750	GO:0003677
Bradi3g29761	
Bradi3g29770	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g29780	GO:0005215, GO:0006810, GO:0016020
Bradi3g29790	GO:0016787
Bradi3g29797	GO:0003824, GO:0004553, GO:0005975
Bradi3g29810	GO:0003824, GO:0004553, GO:0005975
Bradi3g29815	
Bradi3g29821	
Bradi3g29826	GO:0005515, GO:0008270, GO:0016810
Bradi3g29830	GO:0016020, GO:0016021
Bradi3g29840	
Bradi3g29847	GO:0005524, GO:0016020, GO:0016887
Bradi3g29854	
Bradi3g29861	GO:0005515
Bradi3g29870	GO:0003676, GO:0003723
Bradi3g29880	GO:0005515
Bradi3g29890	
Bradi3g29900	GO:0003841, GO:0008152, GO:0008654, GO:0016020, GO:0016746
Bradi3g29910	GO:0005488
Bradi3g29917	GO:0003677, GO:0003899, GO:0005634, GO:0006351, GO:0032549
Bradi3g29923	
Bradi3g29930	
Bradi3g29940	GO:0003677, GO:0006355
Bradi3g29950	GO:0005506, GO:0016491, GO:0016705, GO:0031418, GO:0055114
Bradi3g29960	GO:0003824
Bradi3g29970	GO:0003824
Bradi3g29980	GO:0000398, GO:0005515, GO:0005622, GO:0005634, GO:0006396
Bradi3g29990	GO:0005515
Bradi3g30000	
Bradi3g30010	GO:0005515, GO:0008017
Bradi3g30017	
Bradi3g30022	
Bradi3g30027	
Bradi3g30033	GO:0003677
Bradi3g30040	GO:0005515, GO:0008270
Bradi3g30047	GO:0008080
Bradi3g30060	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi3g30070	
Bradi3g30080	GO:0009055, GO:0015035, GO:0045454
Bradi3g30090	GO:0003824, GO:0005515
Bradi3g30095	
Bradi3g30100	GO:0005515
Bradi3g30102	
Bradi3g30104	GO:0004089, GO:0008270
Bradi3g30110	
Bradi3g30115	GO:0004519
Bradi3g30120	GO:0008152, GO:0016491
Bradi3g30127	GO:0003824,  GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g30140	GO:0005515
Bradi3g30150	
Bradi3g30156	GO:0003676, GO:0008270
Bradi3g30158	
Bradi3g30160	GO:0008883, GO:0033014, GO:0050661, GO:0055114
Bradi3g30165	
Bradi3g30170	
Bradi3g30180	
Bradi3g30183	
Bradi3g30187	GO:0005515
Bradi3g30193	GO:0003676, GO:0008270
Bradi3g30200	GO:0008270
Bradi3g30210	GO:0004326, GO:0005524, GO:0009058, GO:0009396, GO:0016874
Bradi3g30220	GO:0016747
Bradi3g30230	GO:0004470, GO:0004471, GO:0006108, GO:0051287, GO:0055114
Bradi3g30236	
Bradi3g30240	GO:0016021
Bradi3g30250	GO:0003676, GO:0005524
Bradi3g30260	GO:0003677, GO:0003917, GO:0005694, GO:0006265
Bradi3g30265	
Bradi3g30270	GO:0016021
Bradi3g30277	
Bradi3g30283	
Bradi3g30290	
Bradi3g30295	
Bradi3g30300	
Bradi3g30310	
Bradi3g30320	GO:0004347, GO:0006096
Bradi3g30330	
Bradi3g30340	GO:0003677, GO:0003917, GO:0005694, GO:0006265, GO:0030001, GO:0046872
Bradi3g30346	GO:0000166, GO:0002161, GO:0004812, GO:0004832, GO:0005524, GO:0006418, GO:0006438
Bradi3g30352	GO:0000166, GO:0004812, GO:0004832, GO:0005524, GO:0005737, GO:0006418, GO:0006438
Bradi3g30360	GO:0005515
Bradi3g30370	
Bradi3g30380	GO:0005789
Bradi3g30386	
Bradi3g30390	
Bradi3g30400	GO:0003824
Bradi3g30405	
Bradi3g30410	GO:0007275
Bradi3g30430	GO:0000166, GO:0003676
Bradi3g30440	GO:0005515
Bradi3g30457	GO:0003677,  GO:0003677, GO:0005488
Bradi3g30461	
Bradi3g30464	
Bradi3g30467	
Bradi3g30470	
Bradi3g30480	GO:0004174, GO:0055114
Bradi3g30490	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g30500	GO:0005960, GO:0019464
Bradi3g30502	
Bradi3g30505	
Bradi3g30510	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g30520	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g30530	
Bradi3g30535	
Bradi3g30540	GO:0005215, GO:0006810, GO:0016020
Bradi3g30547	GO:0003777, GO:0005515, GO:0005524, GO:0005871, GO:0007018, GO:0008017, GO:0008270,  GO:0003777, GO:0005524, GO:0005871, GO:0007018, GO:0008017
Bradi3g30560	GO:0005515
Bradi3g30590	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g30600	GO:0003723
Bradi3g30610	
Bradi3g30620	GO:0003677, GO:0005515, GO:0005634, GO:0006352, GO:0008270, GO:0016570,  GO:0003677, GO:0005515, GO:0005634, GO:0006352, GO:0008270, GO:0016570, GO:0046872,  GO:0003677, GO:0005515, GO:0005634, GO:0006352, GO:0016570, GO:0046872
Bradi3g30630	GO:0006508, GO:0008236
Bradi3g30640	GO:0006508, GO:0008236
Bradi3g30647	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g30655	
Bradi3g30660	GO:0009733
Bradi3g30666	
Bradi3g30670	GO:0008168
Bradi3g30680	
Bradi3g30685	
Bradi3g30691	
Bradi3g30696	
Bradi3g30701	
Bradi3g30710	
Bradi3g30712	
Bradi3g30715	
Bradi3g30721	
Bradi3g30723	
Bradi3g30730	
Bradi3g30740	
Bradi3g30745	
Bradi3g30750	
Bradi3g30757	GO:0004519, GO:0005524, GO:0006298, GO:0016887, GO:0030983, GO:0045910,  GO:0005524, GO:0006298, GO:0030983
Bradi3g30759	
Bradi3g30765	
Bradi3g30770	GO:0004857
Bradi3g30780	GO:0005789, GO:0007029
Bradi3g30790	GO:0005488
Bradi3g30800	
Bradi3g30805	
Bradi3g30810	GO:0004177, GO:0006508, GO:0008235
Bradi3g30815	
Bradi3g30820	GO:0016020, GO:0016757
Bradi3g30830	GO:0016301
Bradi3g30840	
Bradi3g30844	
Bradi3g30845	GO:0006807, GO:0016810
Bradi3g30847	GO:0016491, GO:0055114
Bradi3g30860	GO:0003824, GO:0030170
Bradi3g30870	
Bradi3g30880	
Bradi3g30890	
Bradi3g30965	
Bradi3g30990	
Bradi3g31090	GO:0005515
Bradi3g31100	GO:0000166, GO:0004812, GO:0004825, GO:0005524, GO:0005737, GO:0006418, GO:0006431
Bradi3g31110	GO:0004672, GO:0004713, GO:0005524, GO:0006468,  GO:0004672, GO:0005524, GO:0006468
Bradi3g31115	
Bradi3g31120	GO:0003684, GO:0004519, GO:0005634, GO:0006281
Bradi3g31130	GO:0005524
Bradi3g31140	GO:0015098, GO:0015689, GO:0016021
Bradi3g31150	
Bradi3g31216	
Bradi3g31350	GO:0005515
Bradi3g31360	
Bradi3g31370	GO:0005515
Bradi3g31377	
Bradi3g31390	GO:0003824, GO:0016787
Bradi3g31397	GO:0005507, GO:0006412, GO:0008168
Bradi3g31410	GO:0003824, GO:0004555, GO:0005991
Bradi3g31420	GO:0003779, GO:0005622, GO:0015629, GO:0030042
Bradi3g31425	GO:0003677, GO:0003899, GO:0006351, GO:0032549
Bradi3g31430	GO:0016021, GO:0051205
Bradi3g31440	
Bradi3g31450	
Bradi3g31460	GO:0005515,  GO:0005515, GO:0008270
Bradi3g31480	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g31490	GO:0005085, GO:0005488, GO:0007264
Bradi3g31500	GO:0005515
Bradi3g31510	
Bradi3g31515	
Bradi3g31517	
Bradi3g31520	GO:0005515
Bradi3g31527	
Bradi3g31550	GO:0005488, GO:0005515
Bradi3g31558	
Bradi3g31560	
Bradi3g31570	GO:0005506, GO:0016491, GO:0055114
Bradi3g31580	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Bradi3g31585	
Bradi3g31590	GO:0004664, GO:0009094
Bradi3g31595	GO:0003676, GO:0003824, GO:0008270, GO:0050660, GO:0055114
Bradi3g31600	GO:0003677, GO:0003700, GO:0006355
Bradi3g31610	
Bradi3g31620	
Bradi3g31630	GO:0016491, GO:0016614, GO:0050660, GO:0055114,  GO:0016614, GO:0050660, GO:0055114
Bradi3g31637	GO:0003824, GO:0005515
Bradi3g31655	GO:0003824, GO:0004630, GO:0005509, GO:0005515, GO:0016020, GO:0046470,  GO:0003824, GO:0005515
Bradi3g31666	
Bradi3g31690	GO:0004252, GO:0006508
Bradi3g31697	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g31704	
Bradi3g31712	
Bradi3g31716	
Bradi3g31720	GO:0005515
Bradi3g31727	GO:0005515
Bradi3g31737	GO:0005515
Bradi3g31750	GO:0005515
Bradi3g31760	GO:0009058, GO:0016779
Bradi3g31763	
Bradi3g31767	GO:0004553, GO:0005618, GO:0005975, GO:0006073, GO:0010411, GO:0016762, GO:0042546, GO:0048046
Bradi3g31777	GO:0005515
Bradi3g31787	GO:0005515
Bradi3g31800	GO:0005515
Bradi3g31810	GO:0005515
Bradi3g31820	GO:0005515
Bradi3g31827	GO:0005515
Bradi3g31834	GO:0005515
Bradi3g31841	GO:0005515
Bradi3g31850	GO:0005515
Bradi3g31860	GO:0005515
Bradi3g31865	GO:0005515
Bradi3g31870	GO:0005515
Bradi3g31880	GO:0005515
Bradi3g31890	GO:0003700, GO:0006355, GO:0043565
Bradi3g31900	GO:0000166, GO:0003676, GO:0003723, GO:0006396
Bradi3g31904	
Bradi3g31907	
Bradi3g31913	
Bradi3g31920	GO:0030001, GO:0046872
Bradi3g31940	
Bradi3g31947	GO:0051287, GO:0055114
Bradi3g31960	GO:0046982
Bradi3g31967	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g31980	
Bradi3g31990	GO:0005794, GO:0015780
Bradi3g32000	GO:0004672, GO:0004707, GO:0004713, GO:0005524, GO:0006468
Bradi3g32010	
Bradi3g32020	
Bradi3g32023	
Bradi3g32025	
Bradi3g32027	GO:0000166, GO:0003824, GO:0005524
Bradi3g32032	GO:0016020, GO:0016757
Bradi3g32036	
Bradi3g32040	GO:0003677, GO:0006355
Bradi3g32043	
Bradi3g32047	
Bradi3g32060	
Bradi3g32070	GO:0005576, GO:0009664
Bradi3g32080	
Bradi3g32086	
Bradi3g32090	GO:0003677, GO:0003700, GO:0005634, GO:0006355, GO:0046983
Bradi3g32100	
Bradi3g32110	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi3g32120	
Bradi3g32130	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi3g32140	GO:0003677
Bradi3g32150	
Bradi3g32160	
Bradi3g32170	GO:0003677
Bradi3g32180	
Bradi3g32187	GO:0004672, GO:0004713, GO:0005509, GO:0005524, GO:0006468
Bradi3g32200	
Bradi3g32210	GO:0016020, GO:0016021, GO:0022891, GO:0055085
Bradi3g32215	GO:0005515, GO:0008270
Bradi3g32220	GO:0005515
Bradi3g32230	GO:0006952, GO:0016021
Bradi3g32240	GO:0003824, GO:0004722, GO:0006470
Bradi3g32241	GO:0003677
Bradi3g32247	GO:0004185, GO:0006508
Bradi3g32248	
Bradi3g32250	
Bradi3g32255	
Bradi3g32256	
Bradi3g32257	
Bradi3g32259	GO:0004185, GO:0006508
Bradi3g32263	
Bradi3g32265	
Bradi3g32267	
Bradi3g32274	GO:0005515
Bradi3g32279	GO:0008270
Bradi3g32282	GO:0005515
Bradi3g32289	
Bradi3g32297	GO:0005576
Bradi3g32310	GO:0044780
Bradi3g32320	GO:0003677, GO:0003899, GO:0006351
Bradi3g32330	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468,  GO:0004672, GO:0005515, GO:0005524, GO:0006468
Bradi3g32336	
Bradi3g32340	GO:0004568, GO:0005975, GO:0006032, GO:0016998
Bradi3g32350	
Bradi3g32353	
Bradi3g32356	
Bradi3g32360	GO:0005515
Bradi3g32370	GO:0005515
Bradi3g32380	GO:0005515
Bradi3g32383	
Bradi3g32387	
Bradi3g32390	GO:0016021, GO:0055085
Bradi3g32400	GO:0005515
Bradi3g32408	
Bradi3g32410	GO:0005515
Bradi3g32420	GO:0006694, GO:0008152, GO:0008168
Bradi3g32427	GO:0005515
Bradi3g32441	
Bradi3g32453	GO:0005515
Bradi3g32458	GO:0005515
Bradi3g32460	
Bradi3g32462	
Bradi3g32470	GO:0005515, GO:0008270
Bradi3g32480	GO:0003824, GO:0004722, GO:0006470
Bradi3g32490	GO:0003700, GO:0004871, GO:0006355, GO:0007165
Bradi3g32497	
Bradi3g32510	GO:0005506, GO:0006633, GO:0016491, GO:0055114
Bradi3g32520	GO:0003676, GO:0008270
Bradi3g32526	
Bradi3g32532	
Bradi3g32540	GO:0005515, GO:0008270
Bradi3g32551	
Bradi3g32555	
Bradi3g32560	GO:0005886, GO:0017003, GO:0017004
Bradi3g32567	
Bradi3g32572	
Bradi3g32577	
Bradi3g32600	
Bradi3g32605	
Bradi3g32607	
Bradi3g32610	
Bradi3g32620	
Bradi3g32630	
Bradi3g32636	
Bradi3g32640	GO:0000145, GO:0003677, GO:0006887
Bradi3g32650	
Bradi3g32653	
Bradi3g32656	
Bradi3g32660	
Bradi3g32670	
Bradi3g32690	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi3g32695	
Bradi3g32700	GO:0005515, GO:0008270
Bradi3g32703	GO:0006351
Bradi3g32715	
Bradi3g32720	
Bradi3g32730	GO:0015105, GO:0015700, GO:0016021
Bradi3g32748	
Bradi3g32759	GO:0008152, GO:0016491
Bradi3g32770	
Bradi3g32780	GO:0005515
Bradi3g32787	
Bradi3g32800	GO:0004672, GO:0004713, GO:0004842, GO:0005524, GO:0006468, GO:0016567
Bradi3g32810	GO:0005576, GO:0019953
Bradi3g32820	GO:0005524, GO:0005737, GO:0008360, GO:0009058, GO:0016874, GO:0016881, GO:0051301
Bradi3g32830	GO:0003824, GO:0004084, GO:0008152, GO:0009081
Bradi3g32840	
Bradi3g32850	GO:0005089
Bradi3g32860	GO:0005515
Bradi3g32865	GO:0016787
Bradi3g32870	
Bradi3g32873	
Bradi3g32880	GO:0004657, GO:0006562
Bradi3g32885	
Bradi3g32890	
Bradi3g32900	
Bradi3g32910	
Bradi3g32922	
Bradi3g32940	
Bradi3g32950	
Bradi3g32960	GO:0003824, GO:0008152
Bradi3g32970	GO:0003824, GO:0005992, GO:0008152
Bradi3g32980	
Bradi3g32990	GO:0004499, GO:0050660, GO:0050661, GO:0055114
Bradi3g33006	GO:0003950
Bradi3g33020	
Bradi3g33030	GO:0005215, GO:0006810, GO:0016020
Bradi3g33040	GO:0005215, GO:0006810, GO:0016020
Bradi3g33047	GO:0004499, GO:0016491, GO:0050660, GO:0050661, GO:0055114
Bradi3g33060	GO:0016020, GO:0051260
Bradi3g33070	
Bradi3g33080	
Bradi3g33090	GO:0003676, GO:0006139, GO:0006310
Bradi3g33100	GO:0003676, GO:0046872
Bradi3g33103	
Bradi3g33106	GO:0005576, GO:0019953
Bradi3g33112	GO:0005576, GO:0019953
Bradi3g33120	GO:0005576, GO:0019953
Bradi3g33130	GO:0005576, GO:0019953
Bradi3g33140	GO:0005576, GO:0019953
Bradi3g33150	GO:0005576, GO:0019953
Bradi3g33160	GO:0005576, GO:0019953
Bradi3g33166	
Bradi3g33170	GO:0046983
Bradi3g33190	
Bradi3g33200	GO:0003700, GO:0006355, GO:0008270, GO:0043565
Bradi3g33209	
Bradi3g33217	GO:0004222, GO:0006508, GO:0008237, GO:0008270, GO:0031012
Bradi3g33230	GO:0016491, GO:0055114
Bradi3g33240	
Bradi3g33250	
Bradi3g33254	GO:0004553, GO:0005975
Bradi3g33262	
Bradi3g33287	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi3g33300	
Bradi3g33320	GO:0003677, GO:0006355
Bradi3g33330	
Bradi3g33342	GO:0005515
Bradi3g33350	
Bradi3g33351	
Bradi3g33352	
Bradi3g33353	
Bradi3g33355	GO:0003677, GO:0003700, GO:0006355
Bradi3g33360	GO:0000166, GO:0002161, GO:0004812, GO:0004823, GO:0005524, GO:0005737, GO:0006418, GO:0006429
Bradi3g33362	
Bradi3g33370	GO:0003824, GO:0009058, GO:0030170
Bradi3g33373	
Bradi3g33377	GO:0003824, GO:0008152
Bradi3g33390	GO:0016020, GO:0016021, GO:0022891, GO:0055085
Bradi3g33400	GO:0003676, GO:0003677, GO:0008270
Bradi3g33405	
Bradi3g33410	GO:0003677, GO:0003700, GO:0005634, GO:0006355, GO:0043565
Bradi3g33416	
Bradi3g33420	
Bradi3g33431	GO:0006470, GO:0008138, GO:0016311, GO:0016791
Bradi3g33440	GO:0003677
Bradi3g33450	
Bradi3g33460	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g33470	GO:0005524, GO:0016887
Bradi3g33480	
Bradi3g33485	
Bradi3g33490	
Bradi3g33500	GO:0098599
Bradi3g33510	GO:0005488, GO:0005515
Bradi3g33520	GO:0005515
Bradi3g33530	GO:0015078, GO:0015986, GO:0045263
Bradi3g33535	
Bradi3g33537	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi3g33544	GO:0006979, GO:0008113, GO:0016671, GO:0030091, GO:0055114
Bradi3g33560	
Bradi3g33570	GO:0004550, GO:0006165, GO:0006183, GO:0006228, GO:0006241
Bradi3g33582	
Bradi3g33590	
Bradi3g33600	GO:0003676, GO:0003723
Bradi3g33613	
Bradi3g33616	
Bradi3g33620	GO:0001104, GO:0006355, GO:0016592
Bradi3g33627	
Bradi3g33630	GO:0003677
Bradi3g33640	
Bradi3g33650	GO:0003849, GO:0009073
Bradi3g33661	
Bradi3g33680	GO:0003677, GO:0006355
Bradi3g33690	GO:0004672, GO:0004713, GO:0005524, GO:0006468,  GO:0004672, GO:0005524, GO:0006468
Bradi3g33700	GO:0005509
Bradi3g33710	GO:0005956, GO:0019887
Bradi3g33716	
Bradi3g33722	GO:0004197, GO:0006508
Bradi3g33723	
Bradi3g33726	
Bradi3g33728	
Bradi3g33730	GO:0000272, GO:0005975, GO:0016161
Bradi3g33735	
Bradi3g33740	GO:0005515
Bradi3g33745	GO:0006355, GO:0008270
Bradi3g33751	
Bradi3g33760	GO:0005515, GO:0008270
Bradi3g33770	GO:0005737, GO:0006457
Bradi3g33780	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi3g33790	
Bradi3g33810	GO:0016021
Bradi3g33820	GO:0003700, GO:0004871, GO:0005634, GO:0006355, GO:0007165
Bradi3g33831	GO:0006397
Bradi3g33840	
Bradi3g33850	GO:0003924, GO:0005525
Bradi3g33860	GO:0005524, GO:0005737, GO:0006457, GO:0042026, GO:0051082
Bradi3g33870	
